保护自身信息提高警觉性,0
才不可能会被骗,0
走正道靠双手赚钱,0
这个世界才没得罪犯,0
法网恢恢疏而不漏,0
法网恢恢疏而不漏,0
法网恢恢疏而不漏,0
法网恢恢疏而不漏,0
常在河边走哪有不湿脚,0
久走夜路要撞鬼,1
你跑都跑不脱,0
我的世界从此不会有你在身边,0
我从来不害怕天黑,0
你的世界对我早就没有错与对,0
我承认习惯这滋味,0
这些年看过太多的人和事,0
我却依然那么固执,0
嘲笑的话我欣赏了又一次,0
把他全部变成文字,0
面对这麦克风度过每天,0
从洛杉矶 到土耳其,0
它都陪伴在身边,0
我看到那些目光在我身后不停追,0
我知道他们要的就是看着我坠毁,0
你仰望我的时候千万不要掉眼泪,0
我的世界从此不会有你在身边,0
我从来不害怕天黑,0
你的世界对我早就没有错与对,0
我承认拥抱这滋味,0
我喜欢看着恐惧夹杂着希望一点一滴把你渗透,0
我喜欢让你的脉搏开始跳动只能选择把我接受,0
我看到那些目光在我身后不停追,0
我知道他们要的就是看着我坠毁,0
你仰望我的时候千万不要掉眼泪,0
我的世界从此不会有你在身边,0
我从来都不怕天黑,0
你的世界对我来说没有错与对,0
我承认习惯这滋味,0
爱你的365天,0
马上又是属于你我的新一年,0
想要把你搂在怀里的每一天,0
这是属于你我的365天,0
你甜甜的微笑 在每个早晨,0
那爱情的味道 幸福了多少人,0
我们在一起 互相敞开了爱情的大门,0
陪你度过今年冬天,0
不考虑窗外的世界多冷,0
毛绒玩偶放我们中间,0
爱情的故事一不小心就被你我给说准,0
想要带你吃遍世界上所有的美食,0
想和你看电影当然要选最好的位置,0
把你的不放心全部都给我放下,0
让我牵着你的手带你放个爱情的长假,0
时间一天一天的过我们也逐渐长大,0
也是时候该和你谈婚论嫁,0
就在爱你的365天,0
马上又是属于你我的新一年,0
想要把你搂在我的怀里过好每一天,0
这是属于我们的365天,0
就在爱你的365天,0
马上又是属于你我的新一年,0
想要把你搂在我的怀里过好每一天,0
这是属于我们的365天,0
好想把你抱在我的温暖的怀里,0
在冷天的时候给你一件我的外衣,0
每天夜晚属于你 不多说我就是爱你,0
要带你去只属于我们的伊甸园,0
把我们的爱情变成一个同心圆,0
嗯 想你 我不是唱八万的小巴,0
但我会给你一个属于我们的小家,0
365 怎么能够留下遗憾,0
我们阴阳融合补足各自的短板,0
爱意浓郁 进展快到像在玩模拟人生,0
就让我搂着你踏上爱情的征程,0
对你的每个眼神都必须要超级认真,0
就让我抱着你 在每一天的晚上,0
和你吃了太多从不怕长胖,0
我要我们在一起 以后的事再从长计议,0
这是属于我们的,0
就在爱你的365天,0
马上又是属于你我的新一年,0
想要把你搂在我的怀里过好每一天,0
这是属于我们的365天,0
就在爱你的365天,0
马上又是属于你我的新一年,0
想要把你搂在我的怀里过好每一天,0
这是属于我们的365天,0
昨夜梦回最初 那是初遇你的时候,0
人山人海偏偏你就闯入我的眼眸,0
开始疯狂的追求她们都说我不矜持,0
追在你身后喊你名字就这么日复一日,0
我怕你忘记了我 想方设法向你靠近,0
你终于开口对我说话 缩短我们的距离,0
那个时候很开心 好似只剩一厘米,0
光明正大的缠你 虽是以朋友的名义,0
后来你我之间 终于不再那么疏远,0
你的每次邀请我从来都不拒绝,0
好不容易才靠近你 想再多看你一眼,0
好不容易能听你声音 求求时间再慢点,0
送饮料的时候 偷拍你打球的样子,0
潜入教室在你书桌偷偷写下我的名字,0
想起你会傻笑 朋友说我像个傻帽,0
你是如此完美 说不出哪点不好,0
或许难过的原因是你把我当做透明,0
或许你出现的那刻起我早就情不自禁,0
为什么 会这样 我总是在问自己,0
24个小时每分每刻想的全都是你,0
她们说 单相思是个心酸的过程,0
我想说的没错 你的每次拒绝都是那么心狠,0
狠到我心痛 狠到我退后,0
狠到我想放弃不想继续对你再做无用功,0
我总是安慰自己 是你还不懂我的心,0
总有一天你会发现我想要的不是朋友关系,0
我总是安慰自己 你不是在逃避,0
想让你明白你想要的我全都会给你,0
直到有一天 你动态更新了牵手的照片,0
是你和一个女孩 底下评论“真般配”,0
想起你紧张追问我 逗女孩的秘诀,0
而我当时傻傻以为是你喜欢我的表现,0
想起你问我 你的性格是否让人讨厌,0
若有所思的样子 我偷偷踮起了脚尖,0
你变得不再高冷 我以为我是功臣,0
学会了关心人 而我错当对我情愫生,0
或许难过的原因是你把我当做透明,0
或许你出现的那刻起我早就情不自禁,0
为什么 会这样 我总是问我自己,0
24个小时每分每刻想的全都是你,0
她们说 单相思是个心酸的过程,0
我想说的没错 你的每次拒绝都是那么心狠,0
狠到我心痛 狠到我退后,0
狠到我想放弃不想继续对你再做无用功,0
我以为只要坚持不懈你一定会感动,0
我以为我的每次暗示你一定都能懂,0
我以为我是对的 我以为你是我的,0
以为你口中的她 从来都没存在过,0
我还是放不下你 做不到不去想你,0
或许有天能入你心 心中还存一丝侥幸,0
想起还是会很痛 你像包袱一样沉重,0
在你身上栽了跟头 告诉我这全都是梦,0
从开始到现在 原来我在演独角戏,0
而你怎么忍心 让我输得这么彻底,0
一败涂地 或许我该救赎的是自己,0
you are my redemption 而我一直这么定义,0
所以 so no i can not cry,0
记得你说 不喜欢 懦弱的女孩,0
我可以 I believe 相信一切都会过去,0
可是 可是对不起 我真的好喜欢你,0
或许难过的原因是你把我当做透明,0
或许你出现的那刻起我早就情不自禁,0
为什么 会这样 我总是在问自己,0
24个小时每分每刻想的全都是你,0
又到了一个人对着麦克风说说话,0
把歌词写在墙上就是为了遇到她,0
夜晚就让我来写歌不用太害怕,0
听说隔壁Cindy为谁剪了长头发,0
在夜里翻来覆去睡不着还在想他,0
情感的规则充满算计有点太复杂,0
医生说我得了怪病叫做太颓废,1
我说抱歉你的诊断让我有点醉,0
请给我换个医生我要点名Dr. dre,0
我觉得时间每分每秒都是很宝贵,0
前台的小妹突然想我和来搞点暧昧,1
身边的朋友今天过的好像很开心,0
他们说的笑话我却没有认真听,0
我只要微微一笑就能显得很合群,0
卖力的表演让你根本挑不出毛病,0
这游戏规则太简单不需要说明,0
只要每天起床带上面具就能赢,1
